B-11(n,tot) ENDFB-8.0
9.41970E+06 1.34177
9.42095E+06 1.34177
9.42218E+06 1.34178
9.42339E+06 1.34178
9.42459E+06 1.34178
9.42576E+06 1.34179
9.42691E+06 1.34179
9.42805E+06 1.34179
9.42917E+06 1.34180
9.43028E+06 1.34180
9.43136E+06 1.34180
9.43243E+06 1.34181
9.43348E+06 1.34181
9.43452E+06 1.34181
9.43554E+06 1.34182
9.43654E+06 1.34182
9.43753E+06 1.34182
9.43850E+06 1.34183
9.43946E+06 1.34183
9.44040E+06 1.34183
9.44133E+06 1.34183
9.44225E+06 1.34184
9.44314E+06 1.34184
9.44403E+06 1.34184
9.44490E+06 1.34184
9.44576E+06 1.34185
9.44661E+06 1.34185
9.44827E+06 1.34185
9.44961E+06 1.34186
9.44988E+06 1.34186
9.45000E+06 1.34186
9.45144E+06 1.34194
9.45296E+06 1.34203
9.45442E+06 1.34211
9.45585E+06 1.34219
9.45722E+06 1.34227
9.45750E+06 1.34228
9.45856E+06 1.34249
9.45985E+06 1.34274
9.46110E+06 1.34299
9.46231E+06 1.34323
9.46349E+06 1.34346
9.46463E+06 1.34368
9.46573E+06 1.34389
9.46680E+06 1.34410
9.46784E+06 1.34431
9.46884E+06 1.34450
9.46981E+06 1.34469
9.47075E+06 1.34488
9.47167E+06 1.34506
9.47255E+06 1.34523
9.47341E+06 1.34540
9.47507E+06 1.34572
9.47662E+06 1.34603
9.47808E+06 1.34631
9.47945E+06 1.34658
9.48073E+06 1.34683
9.48194E+06 1.34707
9.48307E+06 1.34729
9.48412E+06 1.34750
9.48511E+06 1.34769
9.48604E+06 1.34787
9.48692E+06 1.34804
9.48698E+06 1.34806
9.48855E+06 1.34836
9.48998E+06 1.34864
9.49123E+06 1.34889
9.49233E+06 1.34910
9.49329E+06 1.34929
9.49413E+06 1.34946
9.49559E+06 1.34974
9.49670E+06 1.34996
9.49835E+06 1.35028
9.50000E+06 1.35061
9.50155E+06 1.35155
9.50309E+06 1.35248
9.50459E+06 1.35339
9.50608E+06 1.35429
9.50754E+06 1.35517
9.50897E+06 1.35604
9.51039E+06 1.35690
9.51178E+06 1.35774
9.51316E+06 1.35857
9.51451E+06 1.35939
9.51584E+06 1.36020
9.51715E+06 1.36099
9.51843E+06 1.36177
9.51970E+06 1.36254
9.52095E+06 1.36330
9.52218E+06 1.36404
9.52339E+06 1.36478
9.52459E+06 1.36550
9.52576E+06 1.36621
9.52807E+06 1.36761
9.53031E+06 1.36897
9.53248E+06 1.37029
9.53458E+06 1.37156
9.53662E+06 1.37280
9.53860E+06 1.37400
9.54051E+06 1.37517
9.54236E+06 1.37629
9.54332E+06 1.37688
9.54416E+06 1.37739
9.54590E+06 1.37845
9.54758E+06 1.37948
9.54922E+06 1.38048
9.55000E+06 1.38095
9.55080E+06 1.38185
9.55233E+06 1.38357
9.55382E+06 1.38523
9.55526E+06 1.38684
9.55666E+06 1.38841
9.55801E+06 1.38993
9.55932E+06 1.39140
9.56059E+06 1.39282
9.56181E+06 1.39421
9.56301E+06 1.39555
9.56531E+06 1.39815
9.56748E+06 1.40060
9.56951E+06 1.40290
9.57141E+06 1.40506
9.57319E+06 1.40710
9.57487E+06 1.40901
9.57644E+06 1.41081
9.57791E+06 1.41250
9.57929E+06 1.41409
9.58058E+06 1.41559
9.58179E+06 1.41700
9.58407E+06 1.41965
9.58606E+06 1.42199
9.58780E+06 1.42406
9.58932E+06 1.42587
9.59066E+06 1.42747
9.59299E+06 1.43030
9.59474E+06 1.43245
9.59606E+06 1.43407
9.59803E+06 1.43654
9.60000E+06 1.43905
9.60311E+06 1.44236
9.60914E+06 1.44883
9.61479E+06 1.45496
9.62000E+06 1.46069
9.62009E+06 1.46079
9.62507E+06 1.46636
9.62974E+06 1.47166
9.63411E+06 1.47670
9.63822E+06 1.48149
9.64000E+06 1.48360
9.64207E+06 1.48605
9.64568E+06 1.49039
9.64906E+06 1.49453
9.65000E+06 1.49569
9.65224E+06 1.49855
9.65820E+06 1.50634
9.66000E+06 1.50877
9.66341E+06 1.51392
9.66798E+06 1.52100
9.67198E+06 1.52735
9.67547E+06 1.53304
9.68000E+06 1.54064
9.68160E+06 1.54354
9.68620E+06 1.55220
9.68965E+06 1.55889
9.69482E+06 1.56928
9.69949E+06 1.57907
9.70000E+06 1.58015
9.72000E+06 1.61739
9.73750E+06 1.63818
9.74000E+06 1.63795
9.75000E+06 1.63082
9.75309E+06 1.62634
9.76000E+06 1.61652
9.76870E+06 1.59043
9.77652E+06 1.56786
9.78000E+06 1.55792
9.80000E+06 1.49512
9.80078E+06 1.49386
9.80155E+06 1.49261
9.80231E+06 1.49137
9.80307E+06 1.49015
9.80383E+06 1.48893
9.80458E+06 1.48772
9.80532E+06 1.48652
9.80605E+06 1.48533
9.80678E+06 1.48415
9.80823E+06 1.48180
9.80966E+06 1.47949
9.81107E+06 1.47722
9.81245E+06 1.47498
9.81381E+06 1.47278
9.81515E+06 1.47061
9.81647E+06 1.46847
9.81777E+06 1.46637
9.81905E+06 1.46430
9.82000E+06 1.46277
9.82031E+06 1.46240
9.82155E+06 1.46093
9.82277E+06 1.45948
9.82397E+06 1.45805
9.82478E+06 1.45709
9.82491E+06 1.45695
9.82516E+06 1.45667
9.82632E+06 1.45538
9.82747E+06 1.45411
9.82860E+06 1.45286
9.82971E+06 1.45163
9.83081E+06 1.45041
9.83188E+06 1.44922
9.83294E+06 1.44805
9.83399E+06 1.44689
9.83502E+06 1.44576
9.83603E+06 1.44464
9.83702E+06 1.44353
9.83801E+06 1.44245
9.83897E+06 1.44138
9.83992E+06 1.44033
9.84000E+06 1.44024
9.84086E+06 1.43941
9.84178E+06 1.43852
9.84269E+06 1.43764
9.84358E+06 1.43678
9.84446E+06 1.43593
9.84532E+06 1.43509
9.84618E+06 1.43426
9.84651E+06 1.43394
9.84701E+06 1.43345
9.84784E+06 1.43266
9.84865E+06 1.43187
9.84945E+06 1.43110
9.85000E+06 1.43057
9.85024E+06 1.43036
9.85102E+06 1.42970
9.85178E+06 1.42904
9.85253E+06 1.42840
9.85327E+06 1.42776
9.85473E+06 1.42652
9.85614E+06 1.42531
9.85751E+06 1.42415
9.85883E+06 1.42303
9.86000E+06 1.42204
9.86012E+06 1.42197
9.86136E+06 1.42114
9.86238E+06 1.42047
9.86257E+06 1.42036
9.86373E+06 1.41969
9.86487E+06 1.41905
9.86596E+06 1.41843
9.86702E+06 1.41784
9.86805E+06 1.41728
9.86905E+06 1.41674
9.87001E+06 1.41622
9.87095E+06 1.41572
9.87186E+06 1.41525
9.87274E+06 1.41480
9.87359E+06 1.41437
9.87441E+06 1.41397
9.87521E+06 1.41358
9.87598E+06 1.41322
9.87673E+06 1.41287
9.87819E+06 1.41223
9.87955E+06 1.41166
9.88000E+06 1.41149
9.88082E+06 1.41139
9.88202E+06 1.41128
9.88314E+06 1.41122
9.88420E+06 1.41120
9.88466E+06 1.41120
9.88518E+06 1.41121
9.88611E+06 1.41126
9.88698E+06 1.41134
9.88779E+06 1.41145
9.88855E+06 1.41158
9.88998E+06 1.41192
9.89123E+06 1.41233
9.89233E+06 1.41278
9.89329E+06 1.41325
9.89413E+06 1.41374
9.89486E+06 1.41423
9.89615E+06 1.41523
9.89711E+06 1.41611
9.89855E+06 1.41768
9.90000E+06 1.41959
9.91337E+06 1.41796
9.93496E+06 1.41534
9.95000E+06 1.41352
9.96743E+06 1.41232
9.97890E+06 1.41153
1.00000E+07 1.41120
1.00270E+07 1.41191
1.00361E+07 1.41244
1.00441E+07 1.41291
1.00500E+07 1.41325
1.00510E+07 1.41346
1.00572E+07 1.41470
1.00625E+07 1.41579
1.00719E+07 1.41769
1.00789E+07 1.41911
1.00842E+07 1.42018
1.00921E+07 1.42179
1.00995E+07 1.42330
1.01000E+07 1.42340
1.01062E+07 1.42826
1.01121E+07 1.43283
1.01131E+07 1.43367
1.01175E+07 1.43711
1.01278E+07 1.44516
1.01368E+07 1.45222
1.01447E+07 1.45840
1.01500E+07 1.46257
1.01516E+07 1.46313
1.01576E+07 1.46529
1.01682E+07 1.46908
1.01761E+07 1.47192
1.01821E+07 1.47405
1.01850E+07 1.47509
1.01911E+07 1.47276
1.02000E+07 1.46933
1.02031E+07 1.46654
1.02061E+07 1.46382
1.02062E+07 1.46374
1.02091E+07 1.46112
1.02121E+07 1.45850
1.02121E+07 1.45847
1.02150E+07 1.45585
1.02179E+07 1.45329
1.02207E+07 1.45075
1.02230E+07 1.44868
1.02235E+07 1.44826
1.02262E+07 1.44581
1.02289E+07 1.44339
1.02316E+07 1.44102
1.02326E+07 1.44007
1.02342E+07 1.43868
1.02367E+07 1.43637
1.02393E+07 1.43409
1.02410E+07 1.43254
1.02418E+07 1.43186
1.02442E+07 1.42967
1.02466E+07 1.42750
1.02470E+07 1.42721
1.02484E+07 1.42595
1.02490E+07 1.42536
1.02500E+07 1.42448
1.02514E+07 1.42368
1.02537E+07 1.42231
1.02548E+07 1.42164
1.02559E+07 1.42097
1.02582E+07 1.41965
1.02626E+07 1.41705
1.02661E+07 1.41498
1.02668E+07 1.41453
1.02710E+07 1.41209
1.02746E+07 1.40998
1.02750E+07 1.40972
1.02789E+07 1.40744
1.02809E+07 1.40623
1.02826E+07 1.40522
1.02863E+07 1.40307
1.02898E+07 1.40099
1.02905E+07 1.40061
1.02932E+07 1.39897
1.02966E+07 1.39702
1.02995E+07 1.39527
1.02998E+07 1.39513
1.03000E+07 1.39499
1.03029E+07 1.39362
1.03059E+07 1.39219
1.03088E+07 1.39080
1.03117E+07 1.38946
1.03125E+07 1.38909
1.03144E+07 1.38815
1.03171E+07 1.38689
1.03197E+07 1.38567
1.03222E+07 1.38448
1.03234E+07 1.38393
1.03246E+07 1.38334
1.03269E+07 1.38223
1.03292E+07 1.38116
1.03329E+07 1.37941
1.03336E+07 1.37907
1.03378E+07 1.37712
1.03413E+07 1.37547
1.03416E+07 1.37529
1.03453E+07 1.37358
1.03486E+07 1.37203
1.03487E+07 1.37198
1.03500E+07 1.37136
1.03519E+07 1.37061
1.03549E+07 1.36942
1.03550E+07 1.36938
1.03577E+07 1.36831
1.03603E+07 1.36727
1.03628E+07 1.36629
1.03651E+07 1.36537
1.03662E+07 1.36494
1.03695E+07 1.36365
1.03733E+07 1.36215
1.03747E+07 1.36162
1.03766E+07 1.36084
1.03796E+07 1.35970
1.03821E+07 1.35870
1.03866E+07 1.35695
1.03873E+07 1.35665
1.03899E+07 1.35564
1.03925E+07 1.35466
1.03962E+07 1.35319
1.04000E+07 1.35172
1.04031E+07 1.35066
1.04061E+07 1.34961
1.04092E+07 1.34858
1.04121E+07 1.34757
1.04125E+07 1.34744
1.04150E+07 1.34657
1.04179E+07 1.34560
1.04207E+07 1.34463
1.04234E+07 1.34373
1.04235E+07 1.34369
1.04290E+07 1.34184
1.04329E+07 1.34050
1.04340E+07 1.34014
1.04343E+07 1.34007
1.04394E+07 1.33873
1.04413E+07 1.33824
1.04444E+07 1.33744
1.04486E+07 1.33635
1.04492E+07 1.33620
1.04500E+07 1.33599
1.04539E+07 1.33563
1.04584E+07 1.33520
1.04614E+07 1.33491
1.04628E+07 1.33479
1.04671E+07 1.33440
1.04711E+07 1.33405
1.04712E+07 1.33403
1.04752E+07 1.33369
1.04783E+07 1.33342
1.04791E+07 1.33336
1.04828E+07 1.33305
1.04865E+07 1.33275
1.04891E+07 1.33253
1.04900E+07 1.33246
1.04934E+07 1.33220
1.04967E+07 1.33195
1.04995E+07 1.33174
1.05000E+07 1.33170
1.05000E+07 1.33170
1.05031E+07 1.33233
1.05061E+07 1.33295
1.05090E+07 1.33355
1.05118E+07 1.33413
1.05125E+07 1.33426
1.05173E+07 1.33529
1.05225E+07 1.33638
1.05234E+07 1.33656
1.05273E+07 1.33742
1.05318E+07 1.33840
1.05329E+07 1.33863
1.05361E+07 1.33935
1.05401E+07 1.34025
1.05438E+07 1.34109
1.05473E+07 1.34188
1.05496E+07 1.34240
1.05500E+07 1.34249
1.05506E+07 1.34264
1.05537E+07 1.34344
1.05566E+07 1.34420
1.05620E+07 1.34561
1.05622E+07 1.34567
1.05667E+07 1.34689
1.05709E+07 1.34800
1.05716E+07 1.34821
1.05745E+07 1.34901
1.05777E+07 1.34991
1.05833E+07 1.35147
1.05858E+07 1.35218
1.05875E+07 1.35266
1.05906E+07 1.35359
1.05953E+07 1.35498
1.06000E+07 1.35637
1.06062E+07 1.35788
1.06122E+07 1.35935
1.06125E+07 1.35941
1.06180E+07 1.36083
1.06234E+07 1.36219
1.06237E+07 1.36227
1.06291E+07 1.36374
1.06344E+07 1.36516
1.06396E+07 1.36655
1.06425E+07 1.36734
1.06445E+07 1.36793
1.06494E+07 1.36932
1.06500E+07 1.36951
1.06540E+07 1.37051
1.06568E+07 1.37120
1.06586E+07 1.37166
1.06630E+07 1.37281
1.06672E+07 1.37394
1.06676E+07 1.37404
1.06755E+07 1.37626
1.06832E+07 1.37846
1.06838E+07 1.37863
1.06905E+07 1.38069
1.06973E+07 1.38281
1.07000E+07 1.38367
1.07037E+07 1.38471
1.07097E+07 1.38642
1.07153E+07 1.38805
1.07206E+07 1.38959
1.07249E+07 1.39088
1.07255E+07 1.39107
1.07302E+07 1.39256
1.07345E+07 1.39397
1.07427E+07 1.39666
1.07436E+07 1.39699
1.07498E+07 1.39919
1.07500E+07 1.39925
1.07561E+07 1.40140
1.07577E+07 1.40198
1.07616E+07 1.40346
1.07664E+07 1.40533
1.07748E+07 1.40868
1.07788E+07 1.41036
1.07811E+07 1.41134
1.07858E+07 1.41349
1.07929E+07 1.41679
1.08000E+07 1.42021
1.08062E+07 1.42231
1.08122E+07 1.42434
1.08124E+07 1.42441
1.08180E+07 1.42634
1.08237E+07 1.42828
1.08240E+07 1.42840
1.08249E+07 1.42871
1.08291E+07 1.43029
1.08344E+07 1.43227
1.08396E+07 1.43419
1.08445E+07 1.43605
1.08459E+07 1.43655
1.08494E+07 1.43790
1.08500E+07 1.43814
1.08540E+07 1.43934
1.08624E+07 1.44183
1.08631E+07 1.44207
1.08650E+07 1.44269
1.08716E+07 1.44493
1.08796E+07 1.44764
1.08818E+07 1.44838
1.08871E+07 1.45023
1.08941E+07 1.45269
1.08965E+07 1.45353
1.09000E+07 1.45479
1.09007E+07 1.45493
1.09069E+07 1.45621
1.09094E+07 1.45673
1.09127E+07 1.45746
1.09181E+07 1.45867
1.09232E+07 1.45980
1.09280E+07 1.46087
1.09320E+07 1.46175
1.09370E+07 1.46295
1.09448E+07 1.46485
1.09489E+07 1.46583
1.09499E+07 1.46608
1.09500E+07 1.46611
1.09517E+07 1.46616
1.09577E+07 1.46633
1.09617E+07 1.46644
1.09630E+07 1.46651
1.09722E+07 1.46695
1.09792E+07 1.46728
1.09808E+07 1.46735
1.09844E+07 1.46761
1.09922E+07 1.46818
1.10000E+07 1.46875
1.10062E+07 1.46757
1.10122E+07 1.46644
1.10180E+07 1.46534
1.10237E+07 1.46427
1.10291E+07 1.46323
1.10344E+07 1.46223
1.10447E+07 1.46028
1.10500E+07 1.45928
1.10544E+07 1.45813
1.10634E+07 1.45572
1.10719E+07 1.45346
1.10799E+07 1.45135
1.10873E+07 1.44936
1.10943E+07 1.44750
1.11000E+07 1.44599
1.11009E+07 1.44576
1.11071E+07 1.44425
1.11129E+07 1.44283
1.11183E+07 1.44150
1.11285E+07 1.43900
1.11374E+07 1.43681
1.11452E+07 1.43489
1.11500E+07 1.43371
1.11520E+07 1.43337
1.11580E+07 1.43237
1.11633E+07 1.43149
1.11724E+07 1.42994
1.11793E+07 1.42879
1.11897E+07 1.42705
1.12000E+07 1.42531
1.12062E+07 1.42435
1.12122E+07 1.42342
1.12239E+07 1.42161
1.12348E+07 1.41991
1.12450E+07 1.41832
1.12500E+07 1.41755
1.12547E+07 1.41683
1.12637E+07 1.41545
1.12722E+07 1.41416
1.12801E+07 1.41295
1.12876E+07 1.41181
1.12946E+07 1.41074
1.13000E+07 1.40991
1.13011E+07 1.40974
1.13073E+07 1.40883
1.13188E+07 1.40712
1.13289E+07 1.40562
1.13378E+07 1.40431
1.13456E+07 1.40316
1.13500E+07 1.40250
1.13524E+07 1.40217
1.13642E+07 1.40049
1.13732E+07 1.39923
1.13799E+07 1.39829
1.13899E+07 1.39687
1.14000E+07 1.39545
1.14124E+07 1.39395
1.14240E+07 1.39254
1.14350E+07 1.39122
1.14452E+07 1.38997
1.14500E+07 1.38939
1.14548E+07 1.38892
1.14638E+07 1.38803
1.14723E+07 1.38719
1.14802E+07 1.38641
1.14877E+07 1.38567
1.15000E+07 1.38446
1.15017E+07 1.38434
1.15139E+07 1.38348
1.15246E+07 1.38273
1.15340E+07 1.38207
1.15423E+07 1.38149
1.15500E+07 1.38095
1.15567E+07 1.38071
1.15675E+07 1.38032
1.15756E+07 1.38003
1.15878E+07 1.37959
1.16000E+07 1.37915
1.16124E+07 1.37921
1.16240E+07 1.37927
1.16350E+07 1.37933
1.16452E+07 1.37938
1.16500E+07 1.37941
1.16548E+07 1.37957
1.16729E+07 1.38016
1.16887E+07 1.38068
1.17000E+07 1.38106
1.17025E+07 1.38117
1.17062E+07 1.38134
1.17062E+07 1.38134
1.17147E+07 1.38180
1.17253E+07 1.38238
1.17439E+07 1.38340
1.17500E+07 1.38373
1.17579E+07 1.38425
1.17684E+07 1.38495
1.17842E+07 1.38600
1.18000E+07 1.38706
1.18016E+07 1.38718
1.18031E+07 1.38730
1.18061E+07 1.38754
1.18091E+07 1.38777
1.18121E+07 1.38800
1.18150E+07 1.38823
1.18179E+07 1.38845
1.18207E+07 1.38867
1.18235E+07 1.38889
1.18248E+07 1.38899
1.18262E+07 1.38910
1.18289E+07 1.38931
1.18316E+07 1.38952
1.18342E+07 1.38973
1.18368E+07 1.38993
1.18393E+07 1.39013
1.18418E+07 1.39032
1.18443E+07 1.39051
1.18466E+07 1.39069
1.18467E+07 1.39070
1.18491E+07 1.39089
1.18500E+07 1.39096
1.18514E+07 1.39107
1.18537E+07 1.39125
1.18560E+07 1.39142
1.18582E+07 1.39160
1.18604E+07 1.39176
1.18626E+07 1.39193
1.18647E+07 1.39210
1.18656E+07 1.39217
1.18668E+07 1.39226
1.18689E+07 1.39242
1.18709E+07 1.39257
1.18729E+07 1.39273
1.18749E+07 1.39288
1.18769E+07 1.39303
1.18788E+07 1.39318
1.18807E+07 1.39333
1.18824E+07 1.39346
1.18825E+07 1.39347
1.18843E+07 1.39361
1.18861E+07 1.39375
1.18879E+07 1.39389
1.18896E+07 1.39402
1.18914E+07 1.39416
1.18931E+07 1.39429
1.18947E+07 1.39441
1.18964E+07 1.39454
1.18970E+07 1.39459
1.18980E+07 1.39467
1.18996E+07 1.39479
1.19000E+07 1.39483
1.19011E+07 1.39490
1.19042E+07 1.39512
1.19072E+07 1.39532
1.19101E+07 1.39552
1.19129E+07 1.39572
1.19156E+07 1.39590
1.19182E+07 1.39609
1.19208E+07 1.39626
1.19227E+07 1.39639
1.19232E+07 1.39643
1.19256E+07 1.39660
1.19279E+07 1.39676
1.19302E+07 1.39692
1.19324E+07 1.39707
1.19345E+07 1.39722
1.19365E+07 1.39736
1.19385E+07 1.39750
1.19404E+07 1.39763
1.19420E+07 1.39774
1.19423E+07 1.39776
1.19441E+07 1.39789
1.19458E+07 1.39801
1.19475E+07 1.39813
1.19491E+07 1.39824
1.19500E+07 1.39830
1.19507E+07 1.39834
1.19538E+07 1.39851
1.19564E+07 1.39865
1.19567E+07 1.39866
1.19594E+07 1.39880
1.19619E+07 1.39894
1.19643E+07 1.39907
1.19665E+07 1.39919
1.19686E+07 1.39930
1.19706E+07 1.39941
1.19724E+07 1.39951
1.19741E+07 1.39960
1.19757E+07 1.39969
1.19782E+07 1.39982
1.19788E+07 1.39986
1.19814E+07 1.40000
1.19838E+07 1.40013
1.19858E+07 1.40025
1.19876E+07 1.40035
1.19891E+07 1.40043
1.19918E+07 1.40059
1.19939E+07 1.40071
1.19969E+07 1.40088
1.20000E+07 1.40106
1.20124E+07 1.40154
1.20248E+07 1.40202
1.20357E+07 1.40244
1.20466E+07 1.40286
1.20550E+07 1.40320
1.20561E+07 1.40320
1.20740E+07 1.40331
1.20848E+07 1.40338
1.20897E+07 1.40341
1.21034E+07 1.40351
1.21135E+07 1.40358
1.21275E+07 1.40369
1.21350E+07 1.40374
1.21456E+07 1.40383
1.21592E+07 1.40395
1.21675E+07 1.40403
1.21796E+07 1.40414
1.22000E+07 1.40435
1.22248E+07 1.40458
1.22466E+07 1.40480
1.22567E+07 1.40490
1.22567E+07 1.40490
1.22657E+07 1.40493
1.22684E+07 1.40494
1.22824E+07 1.40499
1.23012E+07 1.40507
1.23117E+07 1.40513
1.23337E+07 1.40526
1.23502E+07 1.40536
1.23505E+07 1.40537
1.23751E+07 1.40557
1.24000E+07 1.40579
1.24062E+07 1.40584
1.24122E+07 1.40589
1.24180E+07 1.40593
1.24237E+07 1.40597
1.24248E+07 1.40598
1.24292E+07 1.40602
1.24345E+07 1.40606
1.24396E+07 1.40610
1.24446E+07 1.40614
1.24466E+07 1.40616
1.24494E+07 1.40618
1.24497E+07 1.40618
1.24541E+07 1.40623
1.24632E+07 1.40631
1.24717E+07 1.40639
1.24797E+07 1.40647
1.24848E+07 1.40652
1.24871E+07 1.40654
1.24871E+07 1.40654
1.24942E+07 1.40663
1.25000E+07 1.40669
1.25008E+07 1.40670
1.25036E+07 1.40672
1.25069E+07 1.40673
1.25127E+07 1.40675
1.25135E+07 1.40675
1.25182E+07 1.40676
1.25233E+07 1.40678
1.25281E+07 1.40680
1.25351E+07 1.40682
1.25370E+07 1.40683
1.25434E+07 1.40685
1.25449E+07 1.40686
1.25518E+07 1.40690
1.25578E+07 1.40694
1.25630E+07 1.40697
1.25675E+07 1.40699
1.25677E+07 1.40699
1.25757E+07 1.40705
1.25818E+07 1.40709
1.25909E+07 1.40715
1.26000E+07 1.40721
1.26016E+07 1.40721
1.26031E+07 1.40722
1.26046E+07 1.40722
1.26061E+07 1.40723
1.26062E+07 1.40723
1.26076E+07 1.40724
1.26091E+07 1.40724
1.26106E+07 1.40725
1.26121E+07 1.40726
1.26122E+07 1.40726
1.26135E+07 1.40726
1.26150E+07 1.40727
1.26164E+07 1.40728
1.26178E+07 1.40728
1.26180E+07 1.40728
1.26193E+07 1.40729
1.26221E+07 1.40730
1.26237E+07 1.40731
1.26248E+07 1.40731
1.26275E+07 1.40732
1.26292E+07 1.40733
1.26302E+07 1.40733
1.26329E+07 1.40735
1.26345E+07 1.40735
1.26354E+07 1.40736
1.26380E+07 1.40737
1.26396E+07 1.40737
1.26405E+07 1.40738
1.26430E+07 1.40739
1.26446E+07 1.40740
1.26454E+07 1.40740
1.26478E+07 1.40741
1.26497E+07 1.40742
1.26502E+07 1.40742
1.26525E+07 1.40743
1.26542E+07 1.40744
1.26548E+07 1.40745
1.26571E+07 1.40746
1.26593E+07 1.40747
1.26615E+07 1.40749
1.26633E+07 1.40750
1.26636E+07 1.40750
1.26658E+07 1.40751
1.26678E+07 1.40753
1.26699E+07 1.40754
1.26718E+07 1.40755
1.26719E+07 1.40755
1.26739E+07 1.40756
1.26759E+07 1.40757
1.26778E+07 1.40758
1.26797E+07 1.40760
1.26798E+07 1.40760
1.26816E+07 1.40761
1.26834E+07 1.40762
1.26852E+07 1.40763
1.26870E+07 1.40764
1.26871E+07 1.40764
1.26873E+07 1.40764
1.26888E+07 1.40765
1.26905E+07 1.40766
1.26922E+07 1.40767
1.26939E+07 1.40768
1.26943E+07 1.40769
1.26955E+07 1.40770
1.26972E+07 1.40771
1.26988E+07 1.40772
1.27003E+07 1.40773
1.27009E+07 1.40773
1.27019E+07 1.40774
1.27034E+07 1.40775
1.27049E+07 1.40776
1.27064E+07 1.40777
1.27070E+07 1.40777
1.27079E+07 1.40778
1.27093E+07 1.40779
1.27121E+07 1.40780
1.27128E+07 1.40781
1.27149E+07 1.40782
1.27175E+07 1.40784
1.27183E+07 1.40784
1.27201E+07 1.40786
1.27226E+07 1.40787
1.27234E+07 1.40788
1.27246E+07 1.40789
1.27250E+07 1.40789
1.27273E+07 1.40791
1.27296E+07 1.40793
1.27318E+07 1.40794
1.27329E+07 1.40795
1.27339E+07 1.40796
1.27360E+07 1.40798
1.27380E+07 1.40799
1.27399E+07 1.40801
1.27413E+07 1.40802
1.27418E+07 1.40803
1.27434E+07 1.40804
1.27436E+07 1.40804
1.27453E+07 1.40806
1.27470E+07 1.40807
1.27486E+07 1.40809
1.27487E+07 1.40809
1.27503E+07 1.40810
1.27519E+07 1.40812
1.27534E+07 1.40813
1.27548E+07 1.40814
1.27550E+07 1.40814
1.27576E+07 1.40817
1.27603E+07 1.40819
1.27606E+07 1.40820
1.27628E+07 1.40822
1.27651E+07 1.40824
1.27673E+07 1.40826
1.27693E+07 1.40828
1.27705E+07 1.40829
1.27712E+07 1.40829
1.27730E+07 1.40831
1.27747E+07 1.40833
1.27763E+07 1.40834
1.27778E+07 1.40835
1.27778E+07 1.40835
1.27805E+07 1.40838
1.27830E+07 1.40840
1.27834E+07 1.40841
1.27851E+07 1.40842
1.27870E+07 1.40844
1.27886E+07 1.40846
1.27914E+07 1.40849
1.27917E+07 1.40849
1.27936E+07 1.40851
1.27952E+07 1.40852
1.27976E+07 1.40855
1.28000E+07 1.40857
1.28062E+07 1.40850
1.28122E+07 1.40843
1.28180E+07 1.40837
1.28237E+07 1.40830
1.28292E+07 1.40824
1.28345E+07 1.40819
1.28396E+07 1.40813
1.28398E+07 1.40813
1.28446E+07 1.40808
1.28494E+07 1.40803
1.28497E+07 1.40803
1.28541E+07 1.40799
1.28586E+07 1.40794
1.28591E+07 1.40794
1.28630E+07 1.40790
1.28673E+07 1.40786
1.28678E+07 1.40786
1.28714E+07 1.40783
1.28754E+07 1.40780
1.28761E+07 1.40779
1.28793E+07 1.40777
1.28830E+07 1.40774
1.28838E+07 1.40774
1.28867E+07 1.40772
1.28902E+07 1.40770
1.28910E+07 1.40769
1.28936E+07 1.40768
1.28969E+07 1.40766
1.28978E+07 1.40766
1.28996E+07 1.40765
1.29034E+07 1.40764
1.29042E+07 1.40763
1.29094E+07 1.40762
1.29101E+07 1.40762
1.29150E+07 1.40762
1.29157E+07 1.40762
1.29203E+07 1.40762
1.29253E+07 1.40763
1.29262E+07 1.40764
1.29299E+07 1.40765
1.29343E+07 1.40768
1.29354E+07 1.40769
1.29384E+07 1.40771
1.29422E+07 1.40775
1.29435E+07 1.40776
1.29458E+07 1.40779
1.29492E+07 1.40784
1.29505E+07 1.40786
1.29556E+07 1.40794
1.29567E+07 1.40797
1.29611E+07 1.40806
1.29621E+07 1.40809
1.29660E+07 1.40819
1.29702E+07 1.40832
1.29716E+07 1.40836
1.29739E+07 1.40845
1.29787E+07 1.40864
1.29804E+07 1.40871
1.29853E+07 1.40895
1.29890E+07 1.40915
1.29893E+07 1.40917
1.29945E+07 1.40949
1.30000E+07 1.40989
1.30062E+07 1.40991
1.30182E+07 1.40996
1.30295E+07 1.41001
1.30401E+07 1.41005
1.30497E+07 1.41009
1.30501E+07 1.41009
1.30594E+07 1.41014
1.30681E+07 1.41018
1.30763E+07 1.41023
1.30840E+07 1.41027
1.30871E+07 1.41028
1.30912E+07 1.41031
1.30980E+07 1.41035
1.31044E+07 1.41039
1.31163E+07 1.41047
1.31267E+07 1.41054
1.31359E+07 1.41060
1.31434E+07 1.41065
1.31439E+07 1.41065
1.31509E+07 1.41071
1.31570E+07 1.41076
1.31677E+07 1.41085
1.31758E+07 1.41092
1.31879E+07 1.41102
1.32000E+07 1.41113
1.32124E+07 1.41120
1.32241E+07 1.41128
1.32350E+07 1.41135
1.32452E+07 1.41141
1.32497E+07 1.41144
1.32549E+07 1.41148
1.32639E+07 1.41156
1.32724E+07 1.41162
