Bi-209(n,tot) ENDFB-8.0
507390 5.79941
507900 6.21311
508400 6.31651
508910 6.30591
509410 6.35160
509920 6.05490
510420 5.67220
510930 5.35210
511440 5.30630
511950 5.81940
512460 6.16530
512970 7.57310
513480 8.06630
514000 6.09800
514510 7.16710
515020 8.00730
515540 6.64780
516060 5.78680
516570 6.34510
517090 6.06330
517610 5.90900
518130 5.94860
518650 5.80590
519170 6.16780
519690 6.28690
520210 4.97810
520730 4.30280
521260 4.82630
521780 4.22769
522310 3.80349
522830 3.92059
523360 3.73189
523890 4.87369
524420 5.49809
524940 7.18129
525470 6.73919
526010 5.24089
526540 4.83689
527070 6.53199
528140 5.78269
528670 5.73109
529210 6.05939
529740 6.18659
530280 6.02829
530820 5.99529
531360 6.11689
531900 6.57419
532980 6.51079
533520 6.04209
534070 6.66579
534610 5.89948
535160 6.87428
535700 6.45718
536250 7.44128
536800 7.95778
537340 6.50398
537890 6.55628
538440 6.48538
538990 5.91128
539540 5.80518
540100 5.93148
540650 6.48358
541200 6.05738
542870 6.59308
543430 6.10668
543990 6.25998
544540 5.94298
545100 6.31388
545670 6.37238
546230 6.97098
546790 7.68837
547350 6.74957
547920 6.11287
548480 5.84897
549050 5.50427
549620 4.72227
550000 4.64566
550180 4.60937
550750 4.28987
551320 4.87687
551890 5.78657
552460 5.80417
553040 5.57217
554180 5.88257
554760 6.43887
555330 5.69927
555910 5.93467
556490 5.61797
557070 5.49617
557650 5.04697
558230 5.43357
558810 5.40137
559390 6.00577
559970 5.48387
560560 5.47577
561140 6.26507
561730 6.29667
562320 6.73517
562900 6.79827
563490 6.95447
564080 7.56517
564670 6.13837
565260 6.61817
565860 8.06367
566450 6.28037
567040 5.99137
567640 5.84757
568230 6.82747
568830 6.43077
569430 6.25767
570030 5.82467
570630 5.59427
571230 5.93837
571830 4.81967
572430 5.33426
573040 6.23366
573640 5.89136
574250 6.31006
574850 6.23906
575460 5.59256
576070 5.75226
576680 6.80846
577290 6.42676
577900 6.72356
578510 6.93506
579130 5.66426
579740 5.86366
580360 5.89066
580970 5.50766
581590 5.48496
582210 5.79716
582830 5.68356
583450 6.11916
584070 7.93816
585310 6.24456
585940 6.61286
586560 6.90876
587190 7.03506
587810 6.33396
588440 5.96056
589070 5.82856
590330 6.14606
590970 6.53706
591600 6.47196
592230 5.83636
592870 5.67636
593500 6.81776
594140 6.16816
594780 5.61586
595420 5.84946
596060 5.88276
596700 6.24566
597340 6.39566
597990 7.10026
598630 6.49266
599280 6.29236
599920 6.41656
600570 5.73526
601220 6.24406
601870 6.23226
602520 6.99065
603170 6.73805
603830 5.77465
604480 5.72555
605130 5.85965
605790 5.84265
606450 6.54075
607770 5.59655
609090 5.85445
609750 6.85375
610410 5.75775
611080 5.40395
612410 5.20435
613080 6.29995
613750 5.73825
614420 6.67675
615090 7.16945
616440 5.07265
617110 5.15255
617790 5.36115
618460 5.45355
619140 5.42955
619820 5.55035
620500 5.54805
621180 5.92035
621860 6.37435
622550 5.75565
623230 6.11025
623920 5.51265
624600 5.44065
625290 6.82885
625980 7.55255
626670 6.29525
627360 5.65095
629450 5.27545
630140 6.44465
630840 5.61915
631540 5.04235
632240 5.61945
632940 5.74314
633640 5.65274
634340 6.38644
635050 5.55274
635750 6.05204
636460 6.18334
637170 6.03164
637870 6.67344
638580 6.51494
639290 6.12204
640010 5.92624
640720 5.39904
641440 5.06084
642150 5.56094
642870 6.52494
643590 6.88794
644310 5.88274
645030 5.08804
645750 5.73914
646470 6.12564
647200 5.28934
647920 5.48364
648650 6.07924
649380 6.01554
650110 5.58524
650840 5.46854
651570 6.19214
652300 5.77444
653040 5.72534
653770 5.58874
654510 5.73824
655250 7.29734
655990 5.63984
656730 4.82354
657470 5.91634
658210 6.91904
658960 6.59314
659700 6.05614
660450 6.06564
661200 6.25704
662700 6.80794
663450 5.75723
664200 6.50763
664960 5.86083
665710 5.69163
666470 5.31533
667230 5.59603
667990 6.51253
668750 5.36733
669510 5.66623
670280 6.27023
671040 5.82423
671810 6.18943
672580 6.33743
673340 5.65603
674110 5.11593
674890 5.39633
675660 5.27453
676430 5.68983
677210 5.96803
678760 4.86473
679540 4.55323
680320 4.00113
681890 5.78613
682670 5.24583
683460 5.28923
684250 6.66533
685040 5.45213
685830 5.01983
686620 5.61163
687410 5.42703
688210 5.62633
689000 5.10573
689800 5.21633
690600 5.42393
691400 5.33553
692200 6.55563
693000 5.16363
693810 4.47932
694610 6.11952
695420 5.40952
696230 5.42512
697040 5.97422
697850 5.62452
698660 5.08142
699480 5.70962
700000 5.77928
700290 5.81812
701110 5.44152
701930 6.36972
702750 6.27402
703570 5.43762
705220 5.14492
706040 5.49772
706870 5.98192
707700 6.53433
708530 5.97763
709360 5.65363
710190 5.23543
711020 5.48853
712700 5.13583
713540 5.95003
714380 6.10993
715220 5.71323
716060 5.69093
716910 5.90953
717750 6.30783
718600 5.60913
719450 5.22723
720300 5.39323
721150 5.32933
722010 4.65643
722860 5.55283
723720 5.47973
724580 5.53693
725440 5.06103
726300 4.90253
727160 4.91613
728020 4.89393
728890 5.89823
729760 5.60913
730630 6.61823
731500 5.83683
733240 5.21763
734120 5.42033
734990 5.36013
735870 5.83223
736750 5.72423
737630 5.52653
738520 6.33523
739400 6.17353
740290 5.64874
741180 5.64654
742070 5.56294
742960 5.29104
743850 5.84284
744750 5.23784
745640 5.06654
746540 5.15754
747440 4.70734
748340 4.46074
749240 5.73054
750150 6.11314
751050 5.71884
751960 5.53694
752870 5.42094
753780 4.79524
754690 5.04184
755600 5.34104
756520 4.99194
757440 6.10124
758360 5.70404
759280 6.73854
760200 6.37564
761120 5.04454
762050 5.61114
762980 5.04274
763910 5.17784
764840 5.16174
765770 5.41994
766700 5.53034
767640 4.95784
768580 5.20434
769520 5.97374
770460 5.52614
771400 4.76424
772340 4.97234
774240 4.81245
775190 4.77045
776140 5.34265
777090 5.02225
778050 5.81635
779010 5.42045
779960 6.11435
780920 5.49315
781890 5.19945
782850 4.73675
783820 5.68735
784780 4.98275
785750 4.87465
786720 5.72785
787700 5.44485
788670 5.10405
789650 4.94815
790630 4.59235
791610 5.91895
792590 5.62125
793570 5.10535
794560 4.65435
795540 4.96105
796530 5.46205
797520 4.60595
798520 4.38605
799510 5.45025
800000 5.50655
800510 5.56515
801510 5.19275
802510 4.71586
803510 4.76096
804510 4.65176
805520 4.72656
807540 5.87926
808550 5.14736
809560 4.98456
810580 5.10806
811600 5.11166
812620 5.65807
813640 5.29657
815690 4.76577
816710 4.75737
817740 5.23997
818770 4.99307
819810 5.03687
820840 4.68377
821880 4.56848
822920 4.69068
823960 4.56768
825000 5.86428
826050 5.84118
827090 6.01458
828140 4.89288
829190 5.42328
830240 5.39348
831300 5.42318
832360 5.37529
833410 4.37419
834480 4.58479
835540 5.10029
837670 4.97259
838740 5.35079
839810 5.23979
840880 4.93499
841960 4.71400
843030 4.76480
844110 4.39220
845200 4.31580
846280 5.05600
847360 5.13250
848450 4.85910
849540 4.71860
851730 5.95901
852830 5.04921
853930 5.35591
855030 4.99011
856130 5.06421
857230 5.28031
858340 5.12471
859440 5.58231
860550 5.12131
861670 5.80842
863900 5.71082
867270 4.86162
868390 5.07172
869520 4.36712
870650 4.63832
871780 5.00533
872920 4.80263
874060 5.30953
875190 4.91483
876340 5.73213
877480 5.65063
878630 4.89603
879780 5.05553
880930 4.73483
882080 5.14164
883230 4.64674
884390 5.25094
885550 5.37884
886710 4.95614
887880 4.95264
889040 4.53064
890210 4.98324
891380 4.99774
892560 5.21145
893730 5.13265
894910 4.76585
896090 4.84045
897270 5.20325
898460 5.02035
899650 5.45365
900000 5.37054
900300 5.29929
900335 5.29103
900840 5.17146
902030 4.31913
903220 5.05360
904420 4.93637
905620 5.53725
906820 5.27393
908020 5.41610
909230 4.73579
910440 4.62547
911650 4.68565
912870 5.67894
914080 5.08323
915300 5.59252
916520 5.46731
917740 6.00280
918970 5.65260
920200 4.93910
921430 4.71450
922660 5.81060
923900 5.33051
925140 5.54502
926380 4.47643
927620 4.71984
928870 4.50705
930120 4.94387
931370 5.50409
932620 4.72440
933870 4.75382
935130 4.65714
936390 4.82607
937660 4.81340
938920 4.91322
940190 5.19706
941460 5.76689
944010 5.37616
945290 4.84920
946580 4.54095
947860 4.76939
949150 4.83714
950440 5.04879
951730 4.93864
953030 4.55880
954320 4.38544
955620 4.73070
956930 4.75267
958230 6.10352
959540 4.98809
960850 5.77835
962160 5.19822
963480 5.35039
966120 4.87434
967440 4.79981
968770 4.97359
970100 4.96377
971430 5.00056
972760 5.12484
974100 5.02643
975440 5.16062
976790 5.12181
978130 5.13730
979480 5.41290
980830 5.11300
982190 5.23770
983550 5.29171
984910 5.07992
986270 5.55872
989000 5.31374
990380 4.62816
991750 5.15338
993130 5.15630
994510 4.80622
997280 5.54987
998670 4.86680
1.00000E+06 5.21759
1.00010E+06 5.24392
1.00150E+06 5.76225
1.00290E+06 4.66408
1.00430E+06 5.02190
1.00570E+06 4.55813
1.00710E+06 4.99746
1.00850E+06 4.91469
1.00990E+06 5.74371
1.01130E+06 4.65804
1.01270E+06 5.29397
1.01410E+06 5.25010
1.01560E+06 4.95096
1.01700E+06 4.60549
1.01840E+06 4.80082
1.01990E+06 5.22118
1.02130E+06 5.13201
1.02270E+06 5.20164
1.02420E+06 5.52730
1.02560E+06 5.66783
1.02710E+06 5.48049
1.02850E+06 5.70722
1.03000E+06 5.76919
1.03140E+06 5.36131
1.03290E+06 5.02208
1.03440E+06 5.01204
1.03580E+06 5.29477
1.03880E+06 4.57470
1.04030E+06 4.67187
1.04170E+06 5.08469
1.04320E+06 4.72026
1.04470E+06 4.94102
1.04620E+06 5.02469
1.04920E+06 4.92112
1.05070E+06 4.64649
1.05220E+06 4.49745
1.05370E+06 4.54492
1.05520E+06 4.82238
1.05670E+06 5.75445
1.05820E+06 5.10131
1.05970E+06 4.80908
1.06130E+06 4.86518
1.06280E+06 5.73504
1.06430E+06 5.75161
1.06580E+06 5.28697
1.06740E+06 5.34898
1.06890E+06 4.58434
1.07040E+06 5.62941
1.07200E+06 4.98031
1.07350E+06 4.77688
1.07510E+06 4.65848
1.07660E+06 4.69374
1.07820E+06 5.52565
1.07980E+06 5.18155
1.08130E+06 5.40581
1.08290E+06 5.32652
1.08450E+06 5.07732
1.08600E+06 5.07408
1.08760E+06 5.50849
1.08920E+06 4.68649
1.09080E+06 4.52899
1.09240E+06 4.80630
1.09400E+06 4.26390
1.09560E+06 4.86260
1.09720E+06 4.82280
1.09880E+06 4.83741
1.10040E+06 5.12731
1.10200E+06 5.16481
1.10360E+06 5.43082
1.10520E+06 5.00832
1.10680E+06 5.05942
1.10850E+06 4.80636
1.11010E+06 4.93126
1.11170E+06 5.48227
1.11340E+06 5.16381
1.11500E+06 5.45281
1.11660E+06 4.63451
1.11830E+06 5.17595
1.11990E+06 5.14586
1.12160E+06 4.50550
1.12330E+06 5.15324
1.12490E+06 4.62014
1.12660E+06 4.71618
1.12820E+06 5.39628
1.12990E+06 5.49022
1.13160E+06 4.66296
1.13330E+06 4.98651
1.13490E+06 5.35761
1.13660E+06 5.28645
1.13830E+06 4.83969
1.14170E+06 5.12757
1.14340E+06 5.23051
1.14510E+06 4.60885
1.14680E+06 5.12189
1.14850E+06 5.00003
1.15030E+06 4.61961
1.15200E+06 5.33885
1.15370E+06 4.67319
1.15540E+06 4.71263
1.15720E+06 5.05991
1.15890E+06 5.11895
1.16060E+06 4.98549
1.16240E+06 4.21037
1.16410E+06 5.11051
1.16590E+06 5.67569
1.16760E+06 5.62223
1.16940E+06 5.21921
1.17120E+06 5.17678
1.17290E+06 5.18692
1.17470E+06 5.03800
1.17650E+06 5.39268
1.17830E+06 5.13706
1.18000E+06 5.22650
1.18180E+06 5.02598
1.18360E+06 5.42066
1.18540E+06 5.44733
1.18720E+06 5.03051
1.18900E+06 4.98249
1.19080E+06 4.73587
1.19270E+06 4.81088
1.19450E+06 5.28156
1.19630E+06 5.37904
1.19810E+06 4.79462
1.19990E+06 5.25410
1.20000E+06 5.23411
1.20180E+06 4.87424
1.20360E+06 5.60555
1.20550E+06 5.16349
1.20730E+06 4.89710
1.20920E+06 5.09914
1.21100E+06 5.56024
1.21290E+06 5.12588
1.21470E+06 5.09169
1.21660E+06 5.14113
1.21850E+06 5.96187
1.22030E+06 5.27908
1.22220E+06 5.67372
1.22410E+06 5.20876
1.22600E+06 4.67860
1.22790E+06 4.64734
1.22980E+06 4.55338
1.23170E+06 4.50362
1.23360E+06 4.98906
1.23550E+06 5.22081
1.23740E+06 5.01995
1.23930E+06 5.18279
1.24130E+06 5.23806
1.24510E+06 4.93204
1.24710E+06 5.11042
1.24900E+06 4.97886
1.25100E+06 5.32473
1.25290E+06 5.45507
1.25490E+06 4.97275
1.25680E+06 5.24509
1.25880E+06 5.05006
1.26080E+06 4.96884
1.26270E+06 5.17798
1.26470E+06 4.86935
1.26670E+06 4.88943
1.26870E+06 5.17650
1.27070E+06 5.73127
1.27270E+06 4.93865
1.27470E+06 5.04332
1.27870E+06 4.95217
1.28070E+06 5.16775
1.28270E+06 4.91552
1.28480E+06 5.23783
1.28680E+06 5.03840
1.28880E+06 4.67898
1.29290E+06 4.95726
1.29500E+06 5.28187
1.29700E+06 5.16934
1.29910E+06 5.11545
1.30120E+06 5.16816
1.30320E+06 5.06013
1.30530E+06 5.22954
1.30740E+06 5.14575
1.30950E+06 4.99556
1.31370E+06 5.14897
1.31580E+06 4.89778
1.31790E+06 5.64939
1.32000E+06 5.94610
1.32210E+06 5.10201
1.32630E+06 5.19772
1.32850E+06 4.66777
1.33060E+06 5.00287
1.33270E+06 5.21288
1.33490E+06 5.13542
1.33700E+06 5.26283
1.33920E+06 4.97857
1.34140E+06 5.25831
1.34350E+06 5.20532
1.34570E+06 4.84707
1.34790E+06 5.15541
1.35010E+06 4.97025
1.35230E+06 5.02239
1.35450E+06 5.56773
1.35670E+06 5.47167
1.35890E+06 4.80262
1.36110E+06 5.06876
1.36330E+06 5.39660
1.36770E+06 5.24508
1.37000E+06 4.88766
1.37220E+06 4.88290
1.37440E+06 5.00884
1.37670E+06 4.68902
1.37890E+06 4.88896
1.38350E+06 5.46681
1.38570E+06 5.44275
1.38800E+06 5.08493
1.39030E+06 4.78910
1.39260E+06 5.22388
1.39490E+06 5.10286
1.39720E+06 5.32543
1.39950E+06 5.27551
1.40000E+06 5.19963
1.40180E+06 4.92643
1.40410E+06 4.70593
1.40640E+06 5.22233
1.40880E+06 5.57416
1.41110E+06 5.23817
1.41340E+06 5.11307
1.41580E+06 5.42590
1.41810E+06 5.04901
1.42050E+06 5.80354
1.42280E+06 5.00694
1.42520E+06 5.07418
1.43000E+06 5.82534
1.43230E+06 5.34305
1.43470E+06 5.40538
1.43710E+06 5.30601
1.43950E+06 4.82995
1.44190E+06 5.53748
1.44440E+06 4.85924
1.44680E+06 4.57778
1.44920E+06 5.14891
1.45160E+06 4.96814
1.45410E+06 5.28361
1.45650E+06 5.13244
1.45900E+06 5.11191
1.46140E+06 5.25414
1.46390E+06 5.65360
1.46640E+06 5.36507
1.46890E+06 5.39753
1.47140E+06 5.65600
1.47380E+06 5.68753
1.47630E+06 5.19929
1.47880E+06 5.86946
1.48390E+06 5.07722
1.48640E+06 5.33048
1.48890E+06 4.89234
1.49150E+06 5.09914
1.49400E+06 5.21310
1.49650E+06 5.11927
1.49910E+06 5.27636
1.50160E+06 5.23232
1.50420E+06 5.33422
1.50680E+06 5.02461
1.50940E+06 5.17171
1.51200E+06 5.00870
1.51460E+06 5.33500
1.51720E+06 5.53559
1.51980E+06 5.16639
1.52240E+06 5.13968
1.52500E+06 5.71748
1.53030E+06 4.98080
1.53290E+06 5.23399
1.53820E+06 5.19551
1.54090E+06 4.90593
1.54350E+06 4.87213
1.54620E+06 4.94325
1.54890E+06 5.09138
1.55160E+06 5.13790
1.55430E+06 5.58053
1.55700E+06 5.55895
1.55970E+06 5.03898
1.56240E+06 5.42231
1.56510E+06 6.12443
1.56790E+06 5.49469
1.57060E+06 5.30451
1.57340E+06 5.25977
1.57610E+06 5.72359
1.57890E+06 5.86525
1.58100E+06 5.46510
1.58160E+06 5.35077
1.58720E+06 5.45228
1.59280E+06 5.34430
1.59560E+06 5.67255
1.59840E+06 5.58731
1.60000E+06 5.33145
1.60120E+06 5.13952
1.60410E+06 5.63282
1.60970E+06 6.02205
1.61260E+06 5.70054
1.61576E+06 5.59012
1.61600E+06 5.58198
1.61830E+06 5.50331
1.62120E+06 5.07658
1.62410E+06 5.20994
1.62700E+06 5.29151
1.62990E+06 5.25847
1.63280E+06 5.26644
1.63570E+06 5.45920
1.63860E+06 5.80397
1.64450E+06 5.30030
1.65040E+06 5.20313
1.65930E+06 5.51342
1.66230E+06 4.63909
1.66530E+06 5.11905
1.66830E+06 5.44772
1.67130E+06 5.86398
1.67430E+06 5.33024
1.67730E+06 5.19241
1.68030E+06 5.50527
1.68340E+06 6.00044
1.68640E+06 5.81690
1.68950E+06 5.80216
1.69560E+06 5.11549
1.69870E+06 5.62755
1.70180E+06 5.36002
1.70490E+06 5.50398
1.70800E+06 5.57244
1.71110E+06 5.41711
1.71420E+06 5.34627
1.72050E+06 5.85509
1.72360E+06 5.31436
1.72680E+06 5.93402
1.73000E+06 5.46658
1.73310E+06 5.75754
1.73630E+06 5.58921
1.73950E+06 5.49277
1.74270E+06 5.97123
1.74590E+06 5.42379
1.74910E+06 5.20165
1.75240E+06 5.68301
1.75560E+06 5.97098
1.75890E+06 5.63864
1.76210E+06 5.43510
1.76540E+06 5.76806
1.76860E+06 5.61882
1.77190E+06 5.57428
1.77520E+06 5.37934
1.77850E+06 6.00540
1.78180E+06 5.98856
1.78520E+06 5.86772
1.78850E+06 5.49198
1.79180E+06 5.72684
1.79520E+06 5.84580
1.79850E+06 5.58006
1.80000E+06 5.57149
1.80190E+06 5.56012
1.80530E+06 5.92778
1.80870E+06 5.74624
1.81210E+06 6.05429
1.81550E+06 5.54955
1.81890E+06 5.85611
1.82230E+06 6.29037
1.82570E+06 5.93673
1.82920E+06 5.74846
1.83260E+06 6.32981
1.83610E+06 5.98084
1.83960E+06 6.19767
1.84310E+06 6.22560
1.84660E+06 5.80893
1.85010E+06 5.96766
1.85360E+06 5.68519
1.85710E+06 5.85412
1.86060E+06 6.32035
1.86420E+06 5.72616
1.86770E+06 6.00919
1.87130E+06 6.23069
1.87480E+06 5.67712
1.87840E+06 6.14502
1.88200E+06 5.62512
1.88560E+06 5.54813
1.88920E+06 5.93893
1.89290E+06 6.22560
1.89650E+06 6.34001
1.90020E+06 5.51238
1.90380E+06 5.47318
1.90750E+06 5.83106
1.91480E+06 6.19944
1.91850E+06 6.28031
1.92170E+06 5.99462
2.00000E+06 6.34003
2.20000E+06 6.72017
2.40000E+06 7.08242
2.44173E+06 7.15370
2.44200E+06 7.15417
2.50000E+06 7.25580
2.50400E+06 7.26180
2.50403E+06 7.26184
2.57700E+06 7.38160
2.57738E+06 7.38223
2.59500E+06 7.42727
2.59547E+06 7.42733
2.60000E+06 7.43562
2.60005E+06 7.44236
2.61100E+06 7.45153
2.61155E+06 7.45199
2.61300E+06 7.45370
2.61356E+06 7.45436
2.62963E+06 7.47913
2.63000E+06 7.47976
2.69800E+06 7.59545
2.75000E+06 7.68393
2.75400E+06 7.68844
2.75423E+06 7.68851
2.77900E+06 7.71431
2.77935E+06 7.71468
2.80000E+06 7.74100
2.83562E+06 7.78037
2.83600E+06 7.78083
2.86100E+06 7.81082
2.90000E+06 7.85856
2.93300E+06 7.87914
2.93309E+06 7.87919
2.97000E+06 7.90337
2.97027E+06 7.90355
3.00000E+06 7.92712
3.00041E+06 7.92719
3.05266E+06 7.94444
3.05300E+06 7.94458
3.10000E+06 7.96482
3.10600E+06 7.95850
3.13300E+06 7.93512
3.13305E+06 7.93508
3.16510E+06 7.90853
3.20000E+06 7.89448
3.30000E+06 7.83759
3.40000E+06 7.83600
3.50000E+06 7.84894
3.60000E+06 7.86188
3.70000E+06 7.94170
3.80000E+06 7.97141
3.81633E+06 7.96446
4.00000E+06 7.88621
4.10000E+06 7.82002
4.10700E+06 7.81838
4.40000E+06 7.74974
4.50000E+06 7.73548
4.75000E+06 7.64000
5.00000E+06 7.46585
5.50000E+06 7.04084
6.00000E+06 6.59583
6.50000E+06 6.18962
7.00000E+06 5.90992
7.49601E+06 5.68477
7.60000E+06 5.65804
7.75000E+06 5.59947
7.80000E+06 5.58811
8.00000E+06 5.52266
8.50000E+06 5.40708
8.98416E+06 5.29516
9.00000E+06 5.29149
9.46949E+06 5.21681
9.50000E+06 5.21196
1.00000E+07 5.15242
1.05000E+07 5.12577
1.10000E+07 5.10002
1.15000E+07 5.11503
1.20000E+07 5.13004
1.30000E+07 5.23871
1.40000E+07 5.34764
1.44203E+07 5.39573
1.45000E+07 5.40637
1.50000E+07 5.47298
1.55000E+07 5.52455
1.60000E+07 5.57603
1.65000E+07 5.64302
1.70000E+07 5.69501
1.75000E+07 5.75218
1.80000E+07 5.78935
1.85000E+07 5.82298
1.90000E+07 5.86498
1.95000E+07 5.88095
2.00000E+07 5.89703
2.00000E+07 5.89700
2.10000E+07 5.88560
2.20000E+07 5.84000
2.23781E+07 5.81296
2.25524E+07 5.80040
2.30000E+07 5.76827
2.40000E+07 5.70000
2.43597E+07 5.67729
2.43694E+07 5.67669
2.50000E+07 5.63847
2.59119E+07 5.58511
2.60000E+07 5.58000
2.70000E+07 5.51992
2.80000E+07 5.43000
2.90000E+07 5.30845
2.96258E+07 5.23274
3.00000E+07 5.19000
3.04452E+07 5.14080
3.10000E+07 5.08012
3.20000E+07 4.97442
3.24787E+07 4.92626
3.27936E+07 4.89563
3.30000E+07 4.87606
3.40000E+07 4.78736
3.41549E+07 4.77460
3.50000E+07 4.71000
3.57520E+07 4.65971
3.60000E+07 4.64440
3.70000E+07 4.58756
3.71417E+07 4.58002
3.80000E+07 4.53624
3.80919E+07 4.53171
3.90000E+07 4.48779
3.91542E+07 4.48043
3.97513E+07 4.45193
4.00000E+07 4.44000
4.10000E+07 4.39300
4.11931E+07 4.38430
4.20000E+07 4.35000
4.30000E+07 4.32254
4.40000E+07 4.31268
4.41637E+07 4.31200
4.50000E+07 4.31000
4.53481E+07 4.30930
4.56671E+07 4.30879
4.60000E+07 4.30843
4.70000E+07 4.30877
4.75650E+07 4.31017
4.80000E+07 4.31196
4.85219E+07 4.31502
4.90000E+07 4.31879
4.99264E+07 4.32901
5.00000E+07 4.33000
5.10000E+07 4.34420
5.20000E+07 4.35989
5.24852E+07 4.36816
5.30000E+07 4.37749
5.40000E+07 4.39741
5.42423E+07 4.40262
5.50000E+07 4.42000
5.55360E+07 4.43287
5.60000E+07 4.44401
5.70000E+07 4.46798
5.71524E+07 4.47164
5.80000E+07 4.49196
5.90000E+07 4.51595
6.00000E+07 4.54000
6.10000E+07 4.56463
6.13813E+07 4.57421
6.16793E+07 4.58171
